IS_SEGMENTED,SEGMENT_SIZE,INDEX_SIZE,DOCUMENT_COUNT,GENERAL_SEARCH_TERM,GENERAL_SEARCH_TIME,GENERAL_SEARCH_DOCS_COUNT,SPECIFIC_SEARCH_TERM,SPECIFIC_SEARCH_TIME,SPECIFIC_SEARCH_DOCS_COUNT,WITH_HIGHLIGHT,HIGHLIGHT_TERM,FRAGMENT_SIZE,HIGHLIGHT_TIME
True,1000,226.4mb,81698,prefeitura,322,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,18,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,12,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,8,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,7,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,5,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,5,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,5,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,5,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,5,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,5,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,5,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,20,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,5,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,5,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,5,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,5,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,5,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,5,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,5,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,4,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,2,10000,,,,,,,
True,1000,226.4mb,81698,prefeitura,3,10000,,,,,,,
True,1000,226.4mb,81698,diário,17,10000,,,,,,,
True,1000,226.4mb,81698,diário,4,10000,,,,,,,
True,1000,226.4mb,81698,diário,3,10000,,,,,,,
True,1000,226.4mb,81698,diário,2,10000,,,,,,,
True,1000,226.4mb,81698,diário,2,10000,,,,,,,
True,1000,226.4mb,81698,diário,4,10000,,,,,,,
True,1000,226.4mb,81698,diário,4,10000,,,,,,,
True,1000,226.4mb,81698,diário,4,10000,,,,,,,
True,1000,226.4mb,81698,diário,2,10000,,,,,,,
True,1000,226.4mb,81698,diário,3,10000,,,,,,,
