IS_SEGMENTED, SEGMENT_SIZE,INDEX_SIZE,DOCUMENT_COUNT,GENERAL_SEARCH_TERM,GENERAL_SEARCH_TIME,SPECIFIC_SEARCH_TERM,SPECIFIC_SEARCH_TIME, WITH_HIGHLIGHT, FRAGMENT_SIZE, HIGHLIGHT_TIME
True,2000,175.6mb,21378,diário,10,,,,,,
True,2000,175.6mb,21378,diário,7,,,,,,
True,2000,175.6mb,21378,diário,6,,,,,,
True,2000,175.6mb,21378,diário,10,,,,,,
True,2000,175.6mb,21378,diário,8,,,,,,
True,2000,175.6mb,21378,diário,8,,,,,,
True,2000,175.6mb,21378,diário,9,,,,,,
True,2000,175.6mb,21378,diário,11,,,,,,
True,2000,175.6mb,21378,diário,7,,,,,,
True,2000,175.6mb,21378,diário,12,,,,,,
True,2000,175.6mb,21378,diário,12,,,,,,
True,2000,175.6mb,21378,diário,9,,,,,,
True,2000,175.6mb,21378,diário,11,,,,,,
True,2000,175.6mb,21378,diário,11,,,,,,
True,2000,175.6mb,21378,diário,10,,,,,,
True,2000,175.6mb,21378,diário,12,,,,,,
True,2000,175.6mb,21378,diário,22,,,,,,
True,2000,175.6mb,21378,diário,17,,,,,,
True,2000,175.6mb,21378,diário,9,,,,,,
True,2000,175.6mb,21378,diário,9,,,,,,
True,2000,175.6mb,21378,diário,10,,,,,,
True,2000,175.6mb,21378,diário,10,,,,,,
True,2000,175.6mb,21378,diário,9,,,,,,
True,2000,175.6mb,21378,diário,8,,,,,,
True,2000,175.6mb,21378,diário,10,,,,,,
True,2000,175.6mb,21378,diário,9,,,,,,
True,2000,175.6mb,21378,diário,12,,,,,,
True,2000,175.6mb,21378,diário,10,,,,,,
True,2000,175.6mb,21378,diário,13,,,,,,
True,2000,175.6mb,21378,diário,8,,,,,,
True,2000,175.6mb,21378,diário,10,,,,,,
True,2000,175.6mb,21378,diário,9,,,,,,
True,2000,175.6mb,21378,diário,17,,,,,,
True,2000,175.6mb,21378,diário,7,,,,,,
True,2000,175.6mb,21378,diário,7,,,,,,
True,2000,175.6mb,21378,diário,11,,,,,,
True,2000,175.6mb,21378,diário,10,,,,,,
True,2000,175.6mb,21378,diário,18,,,,,,
True,2000,175.6mb,21378,diário,10,,,,,,
True,2000,175.6mb,21378,diário,12,,,,,,
True,2000,175.6mb,21378,diário,13,,,,,,
True,2000,175.6mb,21378,diário,12,,,,,,
True,2000,175.6mb,21378,diário,10,,,,,,
True,2000,175.6mb,21378,diário,8,,,,,,
True,2000,175.6mb,21378,diário,14,,,,,,
True,2000,175.6mb,21378,diário,11,,,,,,
True,2000,175.6mb,21378,diário,17,,,,,,
True,2000,175.6mb,21378,diário,11,,,,,,
True,2000,175.6mb,21378,diário,8,,,,,,
True,2000,175.6mb,21378,diário,10,,,,,,
True,2000,175.6mb,21378,diário,6,,,,,,
True,2000,175.6mb,21378,diário,8,,,,,,
True,2000,175.6mb,21378,diário,15,,,,,,
True,2000,175.6mb,21378,diário,12,,,,,,
True,2000,175.6mb,21378,diário,8,,,,,,
True,2000,175.6mb,21378,diário,9,,,,,,
True,2000,175.6mb,21378,diário,13,,,,,,
True,2000,175.6mb,21378,diário,13,,,,,,
True,2000,175.6mb,21378,diário,7,,,,,,
True,2000,175.6mb,21378,diário,17,,,,,,
True,2000,175.6mb,21378,diário,11,,,,,,
True,2000,175.6mb,21378,diário,19,,,,,,
True,2000,175.6mb,21378,diário,13,,,,,,
True,2000,175.6mb,21378,diário,15,,,,,,
True,2000,175.6mb,21378,diário,16,,,,,,
True,2000,175.6mb,21378,diário,18,,,,,,
True,2000,175.6mb,21378,diário,32,,,,,,
True,2000,175.6mb,21378,diário,8,,,,,,
True,2000,175.6mb,21378,diário,13,,,,,,
True,2000,175.6mb,21378,diário,9,,,,,,
True,2000,175.6mb,21378,diário,9,,,,,,
True,2000,175.6mb,21378,diário,11,,,,,,
True,2000,175.6mb,21378,diário,22,,,,,,
True,2000,175.6mb,21378,diário,11,,,,,,
True,2000,175.6mb,21378,diário,10,,,,,,
True,2000,175.6mb,21378,diário,8,,,,,,
True,2000,175.6mb,21378,diário,8,,,,,,
True,2000,175.6mb,21378,diário,9,,,,,,
True,2000,175.6mb,21378,diário,11,,,,,,
True,2000,175.6mb,21378,diário,18,,,,,,
True,2000,175.6mb,21378,diário,12,,,,,,
True,2000,175.6mb,21378,diário,16,,,,,,
True,2000,175.6mb,21378,diário,11,,,,,,
True,2000,175.6mb,21378,diário,10,,,,,,
True,2000,175.6mb,21378,diário,7,,,,,,
True,2000,175.6mb,21378,diário,7,,,,,,
True,2000,175.6mb,21378,diário,11,,,,,,
True,2000,175.6mb,21378,diário,11,,,,,,
True,2000,175.6mb,21378,lei,66,,,,,,
True,2000,175.6mb,21378,lei,11,,,,,,
True,2000,175.6mb,21378,lei,12,,,,,,
True,2000,175.6mb,21378,lei,12,,,,,,
True,2000,175.6mb,21378,lei,11,,,,,,
True,2000,175.6mb,21378,lei,17,,,,,,
True,2000,175.6mb,21378,lei,16,,,,,,
True,2000,175.6mb,21378,lei,11,,,,,,
True,2000,175.6mb,21378,lei,9,,,,,,
True,2000,175.6mb,21378,lei,10,,,,,,
True,2000,175.6mb,21378,lei,11,,,,,,
True,2000,175.6mb,21378,lei,8,,,,,,
True,2000,175.6mb,21378,lei,16,,,,,,
True,2000,175.6mb,21378,lei,10,,,,,,
True,2000,175.6mb,21378,lei,11,,,,,,
True,2000,175.6mb,21378,lei,13,,,,,,
True,2000,175.6mb,21378,lei,16,,,,,,
True,2000,175.6mb,21378,lei,10,,,,,,
True,2000,175.6mb,21378,lei,17,,,,,,
True,2000,175.6mb,21378,lei,9,,,,,,
True,2000,175.6mb,21378,lei,6,,,,,,
True,2000,175.6mb,21378,lei,11,,,,,,
True,2000,175.6mb,21378,lei,11,,,,,,
True,2000,175.6mb,21378,lei,12,,,,,,
True,2000,175.6mb,21378,lei,12,,,,,,
True,2000,175.6mb,21378,lei,12,,,,,,
True,2000,175.6mb,21378,lei,13,,,,,,
True,2000,175.6mb,21378,lei,13,,,,,,
True,2000,175.6mb,21378,lei,10,,,,,,
True,2000,175.6mb,21378,lei,14,,,,,,
True,2000,175.6mb,21378,lei,10,,,,,,
True,2000,175.6mb,21378,lei,11,,,,,,
True,2000,175.6mb,21378,lei,25,,,,,,
True,2000,175.6mb,21378,lei,18,,,,,,
True,2000,175.6mb,21378,lei,11,,,,,,
True,2000,175.6mb,21378,lei,9,,,,,,
True,2000,175.6mb,21378,lei,13,,,,,,
True,2000,175.6mb,21378,lei,11,,,,,,
True,2000,175.6mb,21378,lei,15,,,,,,
True,2000,175.6mb,21378,lei,11,,,,,,
True,2000,175.6mb,21378,lei,8,,,,,,
True,2000,175.6mb,21378,lei,8,,,,,,
True,2000,175.6mb,21378,lei,9,,,,,,
True,2000,175.6mb,21378,lei,7,,,,,,
True,2000,175.6mb,21378,lei,9,,,,,,
True,2000,175.6mb,21378,lei,11,,,,,,
True,2000,175.6mb,21378,lei,8,,,,,,
True,2000,175.6mb,21378,lei,9,,,,,,
True,2000,175.6mb,21378,lei,11,,,,,,
True,2000,175.6mb,21378,lei,14,,,,,,
True,2000,175.6mb,21378,lei,9,,,,,,
True,2000,175.6mb,21378,lei,14,,,,,,
True,2000,175.6mb,21378,lei,9,,,,,,
True,2000,175.6mb,21378,lei,11,,,,,,
True,2000,175.6mb,21378,lei,8,,,,,,
True,2000,175.6mb,21378,lei,9,,,,,,
True,2000,175.6mb,21378,lei,10,,,,,,
True,2000,175.6mb,21378,lei,8,,,,,,
True,2000,175.6mb,21378,lei,6,,,,,,
True,2000,175.6mb,21378,lei,9,,,,,,
True,2000,175.6mb,21378,lei,7,,,,,,
True,2000,175.6mb,21378,lei,6,,,,,,
True,2000,175.6mb,21378,lei,9,,,,,,
True,2000,175.6mb,21378,lei,10,,,,,,
True,2000,175.6mb,21378,lei,11,,,,,,
True,2000,175.6mb,21378,lei,10,,,,,,
True,2000,175.6mb,21378,lei,13,,,,,,
True,2000,175.6mb,21378,lei,8,,,,,,
True,2000,175.6mb,21378,lei,11,,,,,,
True,2000,175.6mb,21378,lei,12,,,,,,
True,2000,175.6mb,21378,lei,14,,,,,,
True,2000,175.6mb,21378,lei,10,,,,,,
True,2000,175.6mb,21378,lei,10,,,,,,
True,2000,175.6mb,21378,lei,10,,,,,,
True,2000,175.6mb,21378,lei,14,,,,,,
True,2000,175.6mb,21378,lei,9,,,,,,
True,2000,175.6mb,21378,lei,12,,,,,,
True,2000,175.6mb,21378,lei,9,,,,,,
True,2000,175.6mb,21378,lei,10,,,,,,
True,2000,175.6mb,21378,lei,12,,,,,,
True,2000,175.6mb,21378,lei,17,,,,,,
True,2000,175.6mb,21378,lei,9,,,,,,
True,2000,175.6mb,21378,lei,12,,,,,,
True,2000,175.6mb,21378,lei,8,,,,,,
True,2000,175.6mb,21378,lei,7,,,,,,
True,2000,175.6mb,21378,lei,11,,,,,,
True,2000,175.6mb,21378,lei,12,,,,,,
True,2000,175.6mb,21378,lei,12,,,,,,
True,2000,175.6mb,21378,lei,12,,,,,,
True,2000,175.6mb,21378,lei,12,,,,,,
True,2000,175.6mb,21378,lei,12,,,,,,
True,2000,175.6mb,21378,lei,13,,,,,,
True,2000,175.6mb,21378,lei,6,,,,,,
True,2000,175.6mb,21378,lei,9,,,,,,
True,2000,175.6mb,21378,lei,13,,,,,,
True,2000,175.6mb,21378,lei,13,,,,,,
True,2000,175.6mb,21378,lei,11,,,,,,
True,2000,175.6mb,21378,lei,9,,,,,,
True,2000,175.6mb,21378,lei,13,,,,,,
True,2000,175.6mb,21378,lei,12,,,,,,
True,2000,175.6mb,21378,termo,39,,,,,,
True,2000,175.6mb,21378,termo,12,,,,,,
True,2000,175.6mb,21378,termo,8,,,,,,
True,2000,175.6mb,21378,termo,13,,,,,,
True,2000,175.6mb,21378,termo,10,,,,,,
True,2000,175.6mb,21378,termo,15,,,,,,
True,2000,175.6mb,21378,termo,9,,,,,,
True,2000,175.6mb,21378,termo,26,,,,,,
True,2000,175.6mb,21378,termo,13,,,,,,
True,2000,175.6mb,21378,termo,11,,,,,,
True,2000,175.6mb,21378,termo,14,,,,,,
True,2000,175.6mb,21378,termo,13,,,,,,
True,2000,175.6mb,21378,termo,11,,,,,,
True,2000,175.6mb,21378,termo,14,,,,,,
True,2000,175.6mb,21378,termo,15,,,,,,
True,2000,175.6mb,21378,termo,10,,,,,,
True,2000,175.6mb,21378,termo,11,,,,,,
True,2000,175.6mb,21378,termo,13,,,,,,
True,2000,175.6mb,21378,termo,15,,,,,,
True,2000,175.6mb,21378,termo,13,,,,,,
True,2000,175.6mb,21378,termo,7,,,,,,
True,2000,175.6mb,21378,termo,14,,,,,,
True,2000,175.6mb,21378,termo,9,,,,,,
True,2000,175.6mb,21378,termo,9,,,,,,
True,2000,175.6mb,21378,termo,12,,,,,,
True,2000,175.6mb,21378,termo,12,,,,,,
True,2000,175.6mb,21378,termo,12,,,,,,
True,2000,175.6mb,21378,termo,14,,,,,,
True,2000,175.6mb,21378,termo,12,,,,,,
True,2000,175.6mb,21378,termo,10,,,,,,
True,2000,175.6mb,21378,termo,20,,,,,,
True,2000,175.6mb,21378,termo,11,,,,,,
True,2000,175.6mb,21378,termo,13,,,,,,
True,2000,175.6mb,21378,termo,13,,,,,,
True,2000,175.6mb,21378,termo,13,,,,,,
True,2000,175.6mb,21378,termo,12,,,,,,
True,2000,175.6mb,21378,termo,11,,,,,,
True,2000,175.6mb,21378,termo,11,,,,,,
True,2000,175.6mb,21378,termo,14,,,,,,
True,2000,175.6mb,21378,termo,7,,,,,,
True,2000,175.6mb,21378,termo,13,,,,,,
True,2000,175.6mb,21378,termo,11,,,,,,
True,2000,175.6mb,21378,termo,10,,,,,,
True,2000,175.6mb,21378,termo,10,,,,,,
True,2000,175.6mb,21378,termo,9,,,,,,
True,2000,175.6mb,21378,termo,7,,,,,,
True,2000,175.6mb,21378,termo,8,,,,,,
True,2000,175.6mb,21378,termo,11,,,,,,
True,2000,175.6mb,21378,termo,9,,,,,,
True,2000,175.6mb,21378,termo,8,,,,,,
True,2000,175.6mb,21378,termo,9,,,,,,
True,2000,175.6mb,21378,termo,7,,,,,,
True,2000,175.6mb,21378,termo,8,,,,,,
True,2000,175.6mb,21378,termo,6,,,,,,
True,2000,175.6mb,21378,termo,6,,,,,,
True,2000,175.6mb,21378,termo,5,,,,,,
True,2000,175.6mb,21378,termo,14,,,,,,
True,2000,175.6mb,21378,termo,8,,,,,,
True,2000,175.6mb,21378,termo,6,,,,,,
True,2000,175.6mb,21378,termo,10,,,,,,
True,2000,175.6mb,21378,termo,8,,,,,,
True,2000,175.6mb,21378,termo,15,,,,,,
True,2000,175.6mb,21378,termo,12,,,,,,
True,2000,175.6mb,21378,termo,31,,,,,,
True,2000,175.6mb,21378,termo,15,,,,,,
True,2000,175.6mb,21378,termo,19,,,,,,
True,2000,175.6mb,21378,termo,16,,,,,,
True,2000,175.6mb,21378,termo,27,,,,,,
True,2000,175.6mb,21378,termo,6,,,,,,
True,2000,175.6mb,21378,termo,10,,,,,,
True,2000,175.6mb,21378,termo,16,,,,,,
True,2000,175.6mb,21378,termo,10,,,,,,
True,2000,175.6mb,21378,termo,11,,,,,,
True,2000,175.6mb,21378,termo,10,,,,,,
True,2000,175.6mb,21378,termo,14,,,,,,
True,2000,175.6mb,21378,termo,12,,,,,,
True,2000,175.6mb,21378,termo,17,,,,,,
True,2000,175.6mb,21378,termo,12,,,,,,
True,2000,175.6mb,21378,termo,14,,,,,,
True,2000,175.6mb,21378,termo,9,,,,,,
True,2000,175.6mb,21378,termo,13,,,,,,
True,2000,175.6mb,21378,termo,15,,,,,,
True,2000,175.6mb,21378,termo,11,,,,,,
True,2000,175.6mb,21378,termo,17,,,,,,
True,2000,175.6mb,21378,termo,12,,,,,,
True,2000,175.6mb,21378,termo,13,,,,,,
True,2000,175.6mb,21378,termo,14,,,,,,
True,2000,175.6mb,21378,termo,13,,,,,,
True,2000,175.6mb,21378,termo,7,,,,,,
True,2000,175.6mb,21378,termo,7,,,,,,
True,2000,175.6mb,21378,termo,11,,,,,,
True,2000,175.6mb,21378,termo,9,,,,,,
True,2000,175.6mb,21378,termo,11,,,,,,
True,2000,175.6mb,21378,termo,12,,,,,,
True,2000,175.6mb,21378,termo,13,,,,,,
True,2000,175.6mb,21378,termo,11,,,,,,
True,2000,175.6mb,21378,termo,11,,,,,,
True,2000,175.6mb,21378,termo,12,,,,,,
True,2000,175.6mb,21378,termo,9,,,,,,
True,2000,175.6mb,21378,termo,13,,,,,,
True,2000,175.6mb,21378,decreto,72,,,,,,
True,2000,175.6mb,21378,decreto,10,,,,,,
True,2000,175.6mb,21378,decreto,10,,,,,,
True,2000,175.6mb,21378,decreto,8,,,,,,
True,2000,175.6mb,21378,decreto,13,,,,,,
True,2000,175.6mb,21378,decreto,13,,,,,,
True,2000,175.6mb,21378,decreto,9,,,,,,
True,2000,175.6mb,21378,decreto,9,,,,,,
True,2000,175.6mb,21378,decreto,12,,,,,,
True,2000,175.6mb,21378,decreto,11,,,,,,
True,2000,175.6mb,21378,decreto,13,,,,,,
True,2000,175.6mb,21378,decreto,9,,,,,,
True,2000,175.6mb,21378,decreto,9,,,,,,
True,2000,175.6mb,21378,decreto,12,,,,,,
True,2000,175.6mb,21378,decreto,17,,,,,,
True,2000,175.6mb,21378,decreto,14,,,,,,
True,2000,175.6mb,21378,decreto,11,,,,,,
True,2000,175.6mb,21378,decreto,16,,,,,,
True,2000,175.6mb,21378,decreto,20,,,,,,
True,2000,175.6mb,21378,decreto,10,,,,,,
True,2000,175.6mb,21378,decreto,14,,,,,,
True,2000,175.6mb,21378,decreto,11,,,,,,
True,2000,175.6mb,21378,decreto,19,,,,,,
True,2000,175.6mb,21378,decreto,10,,,,,,
True,2000,175.6mb,21378,decreto,13,,,,,,
True,2000,175.6mb,21378,decreto,12,,,,,,
True,2000,175.6mb,21378,decreto,16,,,,,,
True,2000,175.6mb,21378,decreto,19,,,,,,
True,2000,175.6mb,21378,decreto,12,,,,,,
True,2000,175.6mb,21378,decreto,11,,,,,,
True,2000,175.6mb,21378,decreto,14,,,,,,
True,2000,175.6mb,21378,decreto,11,,,,,,
True,2000,175.6mb,21378,decreto,12,,,,,,
True,2000,175.6mb,21378,decreto,20,,,,,,
True,2000,175.6mb,21378,decreto,10,,,,,,
True,2000,175.6mb,21378,decreto,13,,,,,,
True,2000,175.6mb,21378,decreto,10,,,,,,
True,2000,175.6mb,21378,decreto,10,,,,,,
True,2000,175.6mb,21378,decreto,10,,,,,,
True,2000,175.6mb,21378,decreto,9,,,,,,
True,2000,175.6mb,21378,decreto,19,,,,,,
True,2000,175.6mb,21378,decreto,51,,,,,,
True,2000,175.6mb,21378,decreto,10,,,,,,
True,2000,175.6mb,21378,decreto,10,,,,,,
True,2000,175.6mb,21378,decreto,21,,,,,,
True,2000,175.6mb,21378,decreto,10,,,,,,
True,2000,175.6mb,21378,decreto,8,,,,,,
True,2000,175.6mb,21378,decreto,6,,,,,,
True,2000,175.6mb,21378,decreto,11,,,,,,
True,2000,175.6mb,21378,decreto,12,,,,,,
True,2000,175.6mb,21378,decreto,14,,,,,,
True,2000,175.6mb,21378,decreto,11,,,,,,
True,2000,175.6mb,21378,decreto,13,,,,,,
True,2000,175.6mb,21378,decreto,11,,,,,,
True,2000,175.6mb,21378,decreto,7,,,,,,
True,2000,175.6mb,21378,decreto,9,,,,,,
True,2000,175.6mb,21378,decreto,8,,,,,,
True,2000,175.6mb,21378,decreto,7,,,,,,
True,2000,175.6mb,21378,decreto,7,,,,,,
True,2000,175.6mb,21378,decreto,11,,,,,,
True,2000,175.6mb,21378,decreto,7,,,,,,
True,2000,175.6mb,21378,decreto,8,,,,,,
True,2000,175.6mb,21378,decreto,7,,,,,,
True,2000,175.6mb,21378,decreto,8,,,,,,
True,2000,175.6mb,21378,decreto,8,,,,,,
True,2000,175.6mb,21378,decreto,8,,,,,,
True,2000,175.6mb,21378,decreto,8,,,,,,
True,2000,175.6mb,21378,decreto,10,,,,,,
True,2000,175.6mb,21378,decreto,6,,,,,,
True,2000,175.6mb,21378,decreto,9,,,,,,
True,2000,175.6mb,21378,decreto,12,,,,,,
True,2000,175.6mb,21378,decreto,8,,,,,,
True,2000,175.6mb,21378,decreto,7,,,,,,
True,2000,175.6mb,21378,decreto,11,,,,,,
True,2000,175.6mb,21378,decreto,8,,,,,,
True,2000,175.6mb,21378,decreto,6,,,,,,
True,2000,175.6mb,21378,decreto,9,,,,,,
True,2000,175.6mb,21378,decreto,7,,,,,,
True,2000,175.6mb,21378,decreto,10,,,,,,
True,2000,175.6mb,21378,decreto,15,,,,,,
True,2000,175.6mb,21378,decreto,13,,,,,,
True,2000,175.6mb,21378,decreto,9,,,,,,
True,2000,175.6mb,21378,decreto,7,,,,,,
True,2000,175.6mb,21378,decreto,9,,,,,,
True,2000,175.6mb,21378,decreto,7,,,,,,
True,2000,175.6mb,21378,decreto,7,,,,,,
True,2000,175.6mb,21378,decreto,6,,,,,,
True,2000,175.6mb,21378,decreto,18,,,,,,
True,2000,175.6mb,21378,decreto,11,,,,,,
True,2000,175.6mb,21378,decreto,7,,,,,,
True,2000,175.6mb,21378,decreto,14,,,,,,
True,2000,175.6mb,21378,decreto,10,,,,,,
True,2000,175.6mb,21378,decreto,23,,,,,,
True,2000,175.6mb,21378,decreto,15,,,,,,
True,2000,175.6mb,21378,decreto,19,,,,,,
True,2000,175.6mb,21378,decreto,15,,,,,,
True,2000,175.6mb,21378,decreto,12,,,,,,
True,2000,175.6mb,21378,decreto,16,,,,,,
True,2000,175.6mb,21378,decreto,16,,,,,,
True,2000,175.6mb,21378,decreto,11,,,,,,
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,810
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,36
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,29
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,26
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,21
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,38
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,35
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,33
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,22
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,25
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,19
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,24
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,19
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,18
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,19
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,14
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,14
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,19
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,19
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,20
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,18
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,21
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,18
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,20
True,2000,175.6mb,21378,,,,,True,prefeitura,2000,18
