True,500,108.3mb,63270,prefeitura,190,266,,,,,,,
True,500,108.3mb,63270,prefeitura,16,266,,,,,,,
True,500,108.3mb,63270,prefeitura,10,266,,,,,,,
True,500,108.3mb,63270,prefeitura,5,266,,,,,,,
True,500,108.3mb,63270,prefeitura,4,266,,,,,,,
True,500,108.3mb,63270,prefeitura,6,266,,,,,,,
True,500,108.3mb,63270,prefeitura,9,266,,,,,,,
True,500,108.3mb,63270,prefeitura,4,266,,,,,,,
True,500,108.3mb,63270,prefeitura,4,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,6,266,,,,,,,
True,500,108.3mb,63270,prefeitura,5,266,,,,,,,
True,500,108.3mb,63270,prefeitura,7,266,,,,,,,
True,500,108.3mb,63270,prefeitura,5,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,5,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,4,266,,,,,,,
True,500,108.3mb,63270,prefeitura,4,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,4,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,4,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,4,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,4,266,,,,,,,
True,500,108.3mb,63270,prefeitura,6,266,,,,,,,
True,500,108.3mb,63270,prefeitura,4,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,14,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,4,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,4,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,5,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,5,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,4,266,,,,,,,
True,500,108.3mb,63270,prefeitura,5,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,4,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,4,266,,,,,,,
True,500,108.3mb,63270,prefeitura,4,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,2,266,,,,,,,
True,500,108.3mb,63270,prefeitura,3,266,,,,,,,
True,500,108.3mb,63270,prefeitura,4,266,,,,,,,
True,500,108.3mb,63270,diário,50,4356,,,,,,,
True,500,108.3mb,63270,diário,4,4356,,,,,,,
True,500,108.3mb,63270,diário,4,4356,,,,,,,
True,500,108.3mb,63270,diário,4,4356,,,,,,,
True,500,108.3mb,63270,diário,3,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,3,4356,,,,,,,
True,500,108.3mb,63270,diário,4,4356,,,,,,,
True,500,108.3mb,63270,diário,5,4356,,,,,,,
True,500,108.3mb,63270,diário,3,4356,,,,,,,
True,500,108.3mb,63270,diário,3,4356,,,,,,,
True,500,108.3mb,63270,diário,4,4356,,,,,,,
True,500,108.3mb,63270,diário,5,4356,,,,,,,
True,500,108.3mb,63270,diário,4,4356,,,,,,,
True,500,108.3mb,63270,diário,5,4356,,,,,,,
True,500,108.3mb,63270,diário,3,4356,,,,,,,
True,500,108.3mb,63270,diário,3,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,3,4356,,,,,,,
True,500,108.3mb,63270,diário,3,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,5,4356,,,,,,,
True,500,108.3mb,63270,diário,3,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,3,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,4,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,4,4356,,,,,,,
True,500,108.3mb,63270,diário,3,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,3,4356,,,,,,,
True,500,108.3mb,63270,diário,3,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,3,4356,,,,,,,
True,500,108.3mb,63270,diário,4,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,4,4356,,,,,,,
True,500,108.3mb,63270,diário,4,4356,,,,,,,
True,500,108.3mb,63270,diário,5,4356,,,,,,,
True,500,108.3mb,63270,diário,3,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,3,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
True,500,108.3mb,63270,diário,3,4356,,,,,,,
True,500,108.3mb,63270,diário,2,4356,,,,,,,
